location,bedrooms,Bathrooms,area,carpet_area,ownership,sale_type,age_of_the_property,plot_type,floor,Furnishing,Status,Facing,Actual_Price
Ayanavaram,3,2,1180,756,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,West,16275740
Ashok Nagar,3,2,1260,729,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North East,8946000
Manimangalam,2,2,825,592,Individual,Resale,0 to 5 years,Builder Floors,2,Furnished,Ready to Move,South,3000000
Madhavaram,1,2,600,1253,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,South,1704000
Rajakilpakkam,2,2,824,405,Agent,Resale,Under Construction,Builder Floors,2,Unfurnished,Under Construction,East,3200000
West Mambalam,1,2,480,6749,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,West,3998400
Mandavelli,2,2,801,550,Builder,New,New Construction,House & Villas,0,Furnished,Under Construction,North East,7497360
padappai,2,2,750,495,Individual,New,Type,House & Villas,0,Unfurnished,Under Construction,North,3202500
Guindy,2,2,850,810,Individual,New,Under Construction,House & Villas,-1,Semi-Furnished,Under Construction,North,9001500
Ambattur,5,4,4500,2310,Agent,Resale,15 to 20 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,18000000
neelankarai,2,2,1200,960,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,East,9000000
Madanandapuram,2,2,864,822,Individual,Resale,New Construction,House & Villas,0,Furnished,Under Construction,East,4501440
Tambaram,2,2,840,1000,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,South,333000
Veppampattu,2,2,1800,1100,Individual,Resale,5 to 10 years,Builder Floors,1,Unfurnished,Ready to Move,West,6200000
Ayappakkam,4,3,2300,950,Builder,New,Under Construction,Builder Floors,7,Unfurnished,Under Construction,South East,15000000
Pammal,2,2,1000,733,Individual,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,North,7500000
Koyambedu Jai Nagar,2,2,2200,1032,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Under Construction,North,4576000
Perungudi Sai Nagar,3,3,1750,400,Builder,New,New Construction,Farm House,-1,Unfurnished,Under Construction,North,6195000
Chrompet,2,2,884,1200,Agent,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,West,48620
Thirumullaivoyal Bharathi Nagar,2,2,915,732,Individual,Resale,Above 20 years,Builder Floors,0,Unfurnished,Ready to Move,South,4300000
Pallikaranai,3,3,1297,700,Individual,New,0 to 5 years,Builder Floors,0,Unfurnished,Ready to Move,East,1682209
Guduvancheri,2,2,850,1500,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,South,3502000
Vadapalani Alagiri Nagar,2,2,2000,1565,Agent,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,12000000
Mugalivakkam,3,3,931,285,Individual,Resale,5 to 10 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,7500000
Kolathur,2,2,850,833,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,5100000
Thiruporur,2,2,917,550,Others,New,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,3998120
Anna Nagar,3,3,1350,200,Individual,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,South East,21006000
East Coast Road,3,3,1500,600,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,6000000
Lakshmi Nagar,2,2,864,871,Builder,New,New Construction,Farm House,-1,Unfurnished,Ready to Move,East,749952
Ambattur,2,2,870,1632,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,3897600
Sholinganallur,5,5,2300,550,Builder,New,New Construction,Builder Floors,0,Unfurnished,Ready to Move,North,15000000
Korattur,4,3,1800,1376,Individual,Resale,0 to 5 years,Builder Floors,3,Unfurnished,Ready to Move,West,28500000
Madhavaram,4,3,2100,3100,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,15271200
Anakaputhur,2,2,848,800,Individual,Resale,5 to 10 years,Farm House,0,Unfurnished,Ready to Move,South,3200000
Vadapalani Alagiri Nagar,2,2,756,834,Individual,Resale,0 to 5 years,Builder Floors,1,Unfurnished,Ready to Move,East,7988000
East Coast Road,2,2,636,2310,Agent,Resale,15 to 20 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,6500000
Potheri,8,8,4050,710,Agent,New,Under Construction,Builder Floors,1,Semi-Furnished,Under Construction,North,11502000
Manapakkam,4,4,1650,527,Builder,New,New Construction,House & Villas,2,Semi-Furnished,Ready to Move,East,8497500
Vysarpadi,4,2,1400,850,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Under Construction,South West,7546000
West Tambaram,2,2,1000,800,Builder,New,0 to 5 years,Builder Floors,1,Furnished,Ready to Move,East,6200000
East Coast Road,2,2,1000,838,Individual,New,0 to 5 years,Builder Floors,0,Unfurnished,Under Construction,West,3800000
Pudupakkam Village,3,2,1100,834,Individual,Resale,5 to 10 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,3200000
Cowl Bazar,1,1,750,440,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North,2625000
Kalavakkam,2,2,743,712,Builder,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,West,3936000
Avadi,2,2,791,4000,Individual,New,New Construction,House & Villas,0,Furnished,Ready to Move,South,2768500
Arumbakkam Kamarager Nagar,8,6,3500,800,Individual,New,0 to 5 years,Builder Floors,1,Unfurnished,Ready to Move,East,33000000
Thirukazhukundram,0,1,1300,1100,Builder,New,0 to 5 years,Builder Floors,1,Unfurnished,Upcoming,East,585000
Pallikaranai,2,3,1250,580,Builder,New,New Construction,House & Villas,0,Unfurnished,Under Construction,North East,6400000
Ramapuram,3,2,1251,575,Builder,New,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,7506000
Veppampattu,2,3,800,667,Individual,Resale,0 to 5 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,3500000
Palavakkam,3,2,4000,525,Individual,Resale,0 to 5 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,35296000
Kolathur Rajan Nagar,2,2,963,290,Individual,Resale,5 to 10 years,House & Villas,0,Furnished,Ready to Move,West,6249870
Ponmar,2,2,1000,555,Agent,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,23000
Chrompet Nehru Nagar,2,2,960,600,Individual,New,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South,4003200
Guduvancheri,2,2,693,640,Individual,New,0 to 5 years,Builder Floors,2,Semi-Furnished,Ready to Move,South,2772000
Lakshmi Nagar,2,2,950,871,Others,New,New Construction,Farm House,-1,Unfurnished,Ready to Move,East,5000000
Kodambakkam,3,3,1371,600,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,15766500
Vandalur,1,1,571,245,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,2249740
Kandigai,3,2,1363,2560,Agent,Resale,0 to 5 years,Builder Floors,0,Furnished,Ready to Move,East,8000000
Chengalpattu Acharapakkam,3,2,9600,864,Individual,Resale,0 to 5 years,Builder Floors,2,Unfurnished,Ready to Move,West,1600000
Madambakkam,3,3,1750,1200,Individual,Resale,0 to 5 years,Builder Floors,1,Semi-Furnished,Ready to Move,East,12000000
New Perungalathur,3,3,1584,729,Individual,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,North East,6304320
Sholinganallur,5,5,2300,595,Individual,Resale,0 to 5 years,Builder Floors,1,Unfurnished,Ready to Move,South,15000000
Alwarthirunagar,4,4,1500,600,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,9495000
Korattur,1,1,610,488,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,2202100
Kundrathur,2,2,689,900,Builder,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,North,2067
Guduvancheri,2,2,700,639,Builder,New,0 to 5 years,Builder Floors,2,Unfurnished,Ready to Move,East,4378000
Sriperumbudur,1,1,500,540,Individual,Resale,0 to 5 years,House & Villas,2,Semi-Furnished,Ready to Move,East,1500000
Padur,2,2,857,712,Individual,New,0 to 5 years,House & Villas,-1,Unfurnished,Ready to Move,South,3950770
Sholinganallur,2,2,1120,917,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,East,4603200
Santhosapuram,3,3,1300,1200,Individual,Resale,Above 20 years,House & Villas,0,Semi-Furnished,Ready to Move,West,6890000
Thiruninravur,1,2,1400,1301,Builder,New,New Construction,Builder Floors,2,Unfurnished,Ready to Move,North,6300000
Magadu,2,2,916,900,Others,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,South,3499120
Guduvancheri,2,2,683,663,Individual,Resale,0 to 5 years,Builder Floors,1,Furnished,Ready to Move,East,3600000
Pammal Shankar Nagar,1,1,672,1900,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,2499840
Ambattur,4,4,1436,966,Individual,New,Above 20 years,House & Villas,0,Unfurnished,Ready to Move,East,10999760
Thoraipakkam,3,3,3000,600,Individual,Resale,Above 20 years,Builder Floors,1,Unfurnished,Ready to Move,South,17500000
Ambattur,1,1,572,300,Individual,New,Under Construction,House & Villas,0,Unfurnished,Ready to Move,North,2200484
Manali,2,1,600,775,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,1000200
Kelambakkam Vandalure,2,2,600,950,Builder,New,Under Construction,Builder Floors,7,Unfurnished,Under Construction,South East,3800000
Madhavaram Milk Colony Arul Nagar,2,2,820,656,Individual,New,0 to 5 years,Farm House,4,Semi-Furnished,Ready to Move,South East,5550580
Vengal,0,1,10000,880,Builder,New,New Construction,Builder Floors,2,Semi-Furnished,Ready to Move,North,900000
Mylapore,6,6,5000,900,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Under Construction,West,120000000
Ambattur,2,2,801,752,Individual,Resale,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,4197240
Perungalathur,1,1,470,600,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Upcoming,East,1833000
Guduvancheri,2,2,900,805,Individual,Resale,0 to 5 years,Builder Floors,1,Unfurnished,Ready to Move,East,4000000
Ponmar,2,2,800,900,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Under Construction,West,18000000
Anna Nagar,3,3,3063,1350,Builder,New,New Construction,Builder Floors,1,Unfurnished,Under Construction,North,25208490
Chengalpattu Nenmeli,1,1,400,978,Individual,Resale,0 to 5 years,Builder Floors,2,Unfurnished,Ready to Move,East,1700000
Tambaram,2,1,1340,925,Individual,Resale,0 to 5 years,Builder Floors,2,Unfurnished,Ready to Move,North,12000000
Besant Nagar,3,3,1755,827,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,24008400
Purasawalkam,4,4,3000,592,Individual,New,Under Construction,House & Villas,0,Furnished,Ready to Move,North,3000000
Kelambakkam Vandalur Highway,2,2,650,3300,Individual,New,5 to 10 years,House & Villas,0,Unfurnished,Under Construction,East,942500
Kelambakkam,2,2,650,583,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North East,4199000
Porur Andal Nagar,2,2,1115,1000,Agent,New,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,5352000
Porur Mangala Nagar,1,1,609,3200,Individual,New,15 to 20 years,House & Villas,3,Furnished,Ready to Move,North West,2070600
New Perungalathur,2,2,784,411,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Under Construction,South,2800448
Perungalathur,2,2,920,1175,Individual,Resale,0 to 5 years,Builder Floors,2,Furnished,Ready to Move,North,4600000
Ayanavaram,2,2,795,2000,Individual,Resale,15 to 20 years,House & Villas,0,Semi-Furnished,Ready to Move,North East,6999975
Madipakkam,2,2,852,826,Individual,Resale,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,East,6296280
Tiruvottiyur,9,9,4500,1376,Individual,Resale,0 to 5 years,Builder Floors,3,Furnished,Ready to Move,East,35010000
Pattabiram,2,2,600,480,Individual,Resale,0 to 5 years,Farm House,0,Semi-Furnished,Ready to Move,North East,3048000
Paruthipet,2,2,902,1302,Individual,Resale,0 to 5 years,House & Villas,-1,Semi-Furnished,Ready to Move,North East,4500980
Puzithivakkam,3,3,1284,2869,Individual,New,New Construction,Builder Floors,1,Furnished,Ready to Move,North,11000000
Pallavaram,3,3,1653,1300,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,110231958
Pallavaram,1,1,364,291,Agent,New,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,North,1638000
Porur,3,1,2400,805,Individual,Resale,0 to 5 years,Builder Floors,1,Unfurnished,Ready to Move,East,12500000
Anna Nagar,4,3,4000,713,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,70000000
Medavakkam,7,7,6000,1153,Builder,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,East,20000000
Porur,3,3,1606,853,Builder,New,0 to 5 years,House & Villas,0,Furnished,Ready to Move,East,9796600
Palavakkam,4,4,2800,746,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,South,60300800
Iyyappanthangal Numbal,2,2,989,594,Individual,New,Under Construction,Farm House,1,Unfurnished,Under Construction,East,4895550
Surya Nagar,3,2,1287,1029,Individual,New,0 to 5 years,Builder Floors,1,Furnished,Ready to Move,South,7500000
Ayyapanthangal,1,1,1196,592,Individual,Resale,0 to 5 years,Builder Floors,1,Furnished,Ready to Move,South,3100000
Avadi,3,4,1600,400,Individual,New,Under Construction,House & Villas,-1,Semi-Furnished,Upcoming,North West,12000000
Mudichur,2,2,1000,750,Individual,New,5 to 10 years,Builder Floors,1,Unfurnished,Ready to Move,South,6000000
Nesapakkam,2,2,800,950,Builder,New,Under Construction,Builder Floors,1,Semi-Furnished,Under Construction,East,8300000
Ayappakkam,2,1,775,550,Builder,New,New Construction,Builder Floors,0,Unfurnished,Ready to Move,North,3216250
Anna Nagar West Extension,2,2,950,702,Individual,New,Under Construction,Farm House,1,Unfurnished,Ready to Move,North,3410500
Saligramam Dasarathapuram,2,2,1110,1352,Individual,Resale,New Construction,House & Villas,1,Unfurnished,Ready to Move,East,5500050
Maraimalai Nagar,2,2,1034,755,Individual,New,New Construction,House & Villas,0,Furnished,Ready to Move,East,2595340
Gerugambakkam,3,3,1400,400,Individual,New,New Construction,Farm House,0,Furnished,Ready to Move,North East,8400000
Guduvancheri,2,2,822,785,Builder,New,New Construction,Builder Floors,2,Unfurnished,Under Construction,East,3104694
Around Chennai,2,2,1078,200,Agent,New,0 to 5 years,House & Villas,-1,Furnished,Ready to Move,South,3805340
Madambakkam,2,2,578,1800,Individual,New,Under Construction,House & Villas,0,Semi-Furnished,Ready to Move,South,2763996
Vettuvankanni,3,3,1600,570,Individual,Resale,0 to 5 years,House & Villas,-1,Unfurnished,Ready to Move,East,11200000
Kayarambedu,2,2,1000,713,Individual,Resale,0 to 5 years,Builder Floors,0,Semi-Furnished,Ready to Move,East,4200000
New Perungalathur,2,2,1298,800,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North East,4997300
Cowl Bazar,1,1,782,1750,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,2500054
Virugambakkam,2,2,900,720,Individual,New,Above 20 years,Farm House,2,Semi-Furnished,Ready to Move,South,5699700
Velachery,2,2,1650,4000,Builder,New,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,North,8002500
K Nagar,2,2,1075,950,Agent,New,0 to 5 years,House & Villas,2,Semi-Furnished,Ready to Move,East,7740000
Pammal,3,3,1114,891,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,South,5013000
Mylapore,2,2,850,592,Individual,New,Under Construction,House & Villas,0,Furnished,Under Construction,West,9499600
Pallikaranai,3,3,1421,400,Builder,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,East,6900376
Selaiyur Brindavan Nagar,4,3,1900,900,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,South,8398000
Around Chennai,0,1,6120,4896,Individual,New,New Construction,Builder Floors,1,Furnished,Ready to Move,North,5501880
Vanagaram,2,2,941,1700,Agent,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,North,4601490
Thoraipakkam,3,2,1385,1253,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,North,7063500
Potheri,3,2,1125,2500,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,4995000
Perambur,2,2,360,2500,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,North,5400000
Madipakkam,2,2,716,200,Builder,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,4002440
Keelkattalai Ranga Nagar,3,2,1112,640,Individual,New,New Construction,Builder Floors,1,Unfurnished,Ready to Move,East,8000000
Thandalam Irandam Kattalai,3,2,1080,328,Individual,Resale,0 to 5 years,Builder Floors,1,Semi-Furnished,Ready to Move,West,5500000
Vepampattu,2,2,930,3000,Individual,New,5 to 10 years,House & Villas,0,Unfurnished,Under Construction,East,2799300
Tambaram,0,1,200,1240,Builder,Resale,New Construction,Farm House,2,Unfurnished,Ready to Move,East,1750000
Medavakkam,3,3,1710,1170,Builder,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,North,10003500
Chrompet Radhanagar,2,2,645,50,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,North,2747700
Muttukadu,1,1,650,548,Builder,New,0 to 5 years,Builder Floors,1,Semi-Furnished,Upcoming,North,43200000
Chrompet,3,2,1060,750,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Under Construction,North,4844200
Tambaram,2,3,900,396,Builder,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,6000300
Chengalpet,1,1,400,1240,Individual,Resale,0 to 5 years,House & Villas,2,Unfurnished,Under Construction,West,480000
Avadi,2,1,715,4900,Individual,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,East,3100240
Kallikuppam,1,1,600,550,Builder,New,Under Construction,House & Villas,0,Semi-Furnished,Under Construction,North,3499800
Chennai Alapakkam,2,2,900,720,Builder,Resale,5 to 10 years,Farm House,1,Semi-Furnished,Ready to Move,East,8631000
Mogappair West,2,2,850,100,Builder,New,New Construction,House & Villas,0,Furnished,Ready to Move,North,5525000
Vanagaram,3,2,1404,850,Builder,New,Under Construction,House & Villas,0,Unfurnished,Under Construction,North,7722000
Poonamallee,2,2,1000,1190,Individual,Resale,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,7000000
